city,period,treated,post,d,cohort,true_effect,y
city_03,5,1,0,0,7.0,0.0,110.52464939412333
city_03,6,1,0,0,7.0,0.0,106.95129467706225
city_03,7,1,1,1,7.0,3.0,109.61435654046907
city_03,8,1,1,1,7.0,3.0,115.21230609887569
city_03,9,1,1,1,7.0,3.0,110.61787593989567
city_03,10,1,1,1,7.0,3.0,111.11409664199064
city_03,11,1,1,1,7.0,3.0,114.47371557596372
city_03,12,1,1,1,7.0,3.0,116.17317294143572
city_04,1,0,0,0,,0.0,96.96058614910511
city_04,2,0,0,0,,0.0,100.00133862758415
city_04,3,0,0,0,,0.0,100.40151650381908
city_04,4,0,0,0,,0.0,96.99525000609935
city_04,5,0,0,0,,0.0,102.73012104480281
city_04,6,0,0,0,,0.0,103.77874235505502
city_04,7,0,1,0,,0.0,106.48920226642066
city_04,8,0,1,0,,0.0,103.68432322420104
city_04,9,0,1,0,,0.0,100.34594976473265
city_04,10,0,1,0,,0.0,103.54522313017591
city_04,11,0,1,0,,0.0,107.26449120936343
city_04,12,0,1,0,,0.0,102.44889271816025
city_05,1,1,0,0,7.0,0.0,109.34610921080386
city_05,2,1,0,0,7.0,0.0,111.10773251067958
city_05,3,1,0,0,7.0,0.0,105.72016366081651
city_05,4,1,0,0,7.0,0.0,109.3543820885487
city_05,5,1,0,0,7.0,0.0,109.43888446368906
city_05,6,1,0,0,7.0,0.0,105.52734218410808
city_05,7,1,1,1,7.0,3.0,111.90495168637902
city_05,8,1,1,1,7.0,3.0,112.03886820611415
city_05,9,1,1,1,7.0,3.0,115.9103940994028
city_05,10,1,1,1,7.0,3.0,116.10699065729487
city_05,11,1,1,1,7.0,3.0,115.9484012327463
city_05,12,1,1,1,7.0,3.0,118.10276132036944
city_06,1,0,0,0,,0.0,96.40177240393706
city_06,2,0,0,0,,0.0,97.17528248814729
city_06,3,0,0,0,,0.0,101.46666713248658
city_06,4,0,0,0,,0.0,95.54279209527027
city_06,5,0,0,0,,0.0,99.99349509304058
city_06,6,0,0,0,,0.0,97.28795786168247
city_06,7,0,1,0,,0.0,97.42151995319448
city_06,8,0,1,0,,0.0,97.41385593306597
city_06,9,0,1,0,,0.0,101.32594997047255
city_06,10,0,1,0,,0.0,100.21573723303774
city_06,11,0,1,0,,0.0,101.98828367804185
city_06,12,0,1,0,,0.0,103.71486718701735
city_07,1,0,0,0,,0.0,104.26298216012188
city_07,2,0,0,0,,0.0,99.47970493060426
city_07,3,0,0,0,,0.0,100.38674526906317
city_07,4,0,0,0,,0.0,101.78779298305176
city_07,5,0,0,0,,0.0,105.88864819184157
city_07,6,0,0,0,,0.0,107.1104747339212
city_07,7,0,1,0,,0.0,103.38079494040684
city_07,8,0,1,0,,0.0,107.47114286013779
city_07,9,0,1,0,,0.0,105.74756526305973
city_07,10,0,1,0,,0.0,105.02429846194944
city_07,11,0,1,0,,0.0,107.6181747402106
city_07,12,0,1,0,,0.0,105.65954172391794
city_08,1,1,0,0,7.0,0.0,104.3408904752591
city_08,2,1,0,0,7.0,0.0,106.46297299733469
city_08,3,1,0,0,7.0,0.0,110.14113380595194
city_08,4,1,0,0,7.0,0.0,103.82940165510064
city_08,5,1,0,0,7.0,0.0,110.07236384316279
city_08,6,1,0,0,7.0,0.0,106.73237348817258
city_08,7,1,1,1,7.0,3.0,107.06483779494017
city_08,8,1,1,1,7.0,3.0,112.21657850149401
city_08,9,1,1,1,7.0,3.0,111.57409598548436
city_08,10,1,1,1,7.0,3.0,110.36174980500319
city_08,11,1,1,1,7.0,3.0,114.80465948902146
city_08,12,1,1,1,7.0,3.0,115.32764966720309
city_09,1,0,0,0,,0.0,100.5083323976546
city_09,2,0,0,0,,0.0,100.01944523967228
city_09,3,0,0,0,,0.0,99.40755944128838
city_09,4,0,0,0,,0.0,101.97107439833259
city_09,5,0,0,0,,0.0,104.20263599639146
city_09,6,0,0,0,,0.0,105.72792967850535
city_09,7,0,1,0,,0.0,101.5471574562566
city_09,8,0,1,0,,0.0,105.14571922829609
city_09,9,0,1,0,,0.0,101.27754704389045
city_09,10,0,1,0,,0.0,103.30294992985466
city_09,11,0,1,0,,0.0,105.20873722765221
city_09,12,0,1,0,,0.0,107.68017961064332
city_10,1,1,0,0,7.0,0.0,107.4681979171999
city_10,2,1,0,0,7.0,0.0,105.70338338008906
city_10,3,1,0,0,7.0,0.0,108.63315752060534
city_10,4,1,0,0,7.0,0.0,105.8805161650201
city_10,5,1,0,0,7.0,0.0,104.54586706246758
city_10,6,1,0,0,7.0,0.0,105.30303678265676
city_10,7,1,1,1,7.0,3.0,112.25937993662983
city_10,8,1,1,1,7.0,3.0,113.6739404956938
city_10,9,1,1,1,7.0,3.0,111.6426504111782
city_10,10,1,1,1,7.0,3.0,112.55147203569805
city_10,11,1,1,1,7.0,3.0,118.8607736921388
city_10,12,1,1,1,7.0,3.0,113.89307770804113
city_11,1,0,0,0,,0.0,100.78742122140547
city_11,2,0,0,0,,0.0,104.70719275298734
city_11,3,0,0,0,,0.0,99.17094606315541
city_11,4,0,0,0,,0.0,101.48796595526139
city_11,5,0,0,0,,0.0,102.93261087197398
city_11,6,0,0,0,,0.0,101.57831503188123
city_11,7,0,1,0,,0.0,101.19862326884336
city_11,8,0,1,0,,0.0,102.99268599201635
city_11,9,0,1,0,,0.0,100.60945367106923
city_11,10,0,1,0,,0.0,105.34841482296308
city_11,11,0,1,0,,0.0,103.48178725500023
city_11,12,0,1,0,,0.0,104.96113076077884
city_12,1,0,0,0,,0.0,97.22533565534152
city_12,2,0,0,0,,0.0,97.55520105163025
city_12,3,0,0,0,,0.0,100.18319487276985
city_12,4,0,0,0,,0.0,97.65121085846431
city_12,5,0,0,0,,0.0,96.56270634164937
city_12,6,0,0,0,,0.0,102.85259818922567
city_12,7,0,1,0,,0.0,98.51189441469286
city_12,8,0,1,0,,0.0,97.88178174822733
city_12,9,0,1,0,,0.0,98.32568315086499
city_12,10,0,1,0,,0.0,101.64463705633628
city_12,11,0,1,0,,0.0,104.55817270740218
city_12,12,0,1,0,,0.0,102.94164973342119
city_13,1,0,0,0,,0.0,108.36223854799002
city_13,2,0,0,0,,0.0,110.81377132711084
city_13,3,0,0,0,,0.0,107.27744852129162
city_13,4,0,0,0,,0.0,106.27754996808197
city_13,5,0,0,0,,0.0,108.47785835337272
city_13,6,0,0,0,,0.0,114.71422162035033
city_13,7,0,1,0,,0.0,109.5901118594167
city_13,8,0,1,0,,0.0,109.46438469999782
city_13,9,0,1,0,,0.0,107.63690462823814
city_13,10,0,1,0,,0.0,109.77973450161996
city_13,11,0,1,0,,0.0,112.08749701502435
city_13,12,0,1,0,,0.0,110.99177828782055
city_14,1,1,0,0,7.0,0.0,103.77166375894336
city_14,2,1,0,0,7.0,0.0,98.74304560693456
city_14,3,1,0,0,7.0,0.0,102.49261706678958
city_14,4,1,0,0,7.0,0.0,100.01553919004824
city_14,5,1,0,0,7.0,0.0,101.00600532344347
city_14,6,1,0,0,7.0,0.0,102.39553497991923
city_14,7,1,1,1,7.0,3.0,107.17002395723902
city_14,8,1,1,1,7.0,3.0,105.5736146067597
city_14,9,1,1,1,7.0,3.0,105.63769062563857
city_14,10,1,1,1,7.0,3.0,108.55940497289299
city_14,11,1,1,1,7.0,3.0,104.78445071357207
city_14,12,1,1,1,7.0,3.0,110.01082921314045
city_15,1,0,0,0,,0.0,106.4485051039154
city_15,2,0,0,0,,0.0,104.94412145058611
city_15,3,0,0,0,,0.0,106.8088033940611
city_15,4,0,0,0,,0.0,105.63921719116115
city_15,5,0,0,0,,0.0,110.2480776511319
city_15,6,0,0,0,,0.0,109.07607698674828
city_15,7,0,1,0,,0.0,106.81238950587537
city_15,8,0,1,0,,0.0,108.15196546802753
city_15,9,0,1,0,,0.0,108.52916137237413
city_15,10,0,1,0,,0.0,110.37511858443223
city_15,11,0,1,0,,0.0,110.27518315507605
city_15,12,0,1,0,,0.0,108.78902817855435
city_16,1,0,0,0,,0.0,94.60346700206863
city_16,2,0,0,0,,0.0,96.40185559548603
city_16,3,0,0,0,,0.0,93.40500122371822
city_16,4,0,0,0,,0.0,96.27043635457663
city_16,5,0,0,0,,0.0,94.65395571662377
city_16,6,0,0,0,,0.0,98.43380031188994
city_16,7,0,1,0,,0.0,98.43878373534068
city_16,8,0,1,0,,0.0,94.25664407086188
city_16,9,0,1,0,,0.0,94.32004975927637
city_16,10,0,1,0,,0.0,97.74064300747126
city_16,11,0,1,0,,0.0,101.57109117866642
city_16,12,0,1,0,,0.0,96.27654136332244
city_17,1,0,0,0,,0.0,99.73500296523345
city_17,2,0,0,0,,0.0,99.68825696336508
city_17,3,0,0,0,,0.0,102.41279883808265
city_17,4,0,0,0,,0.0,103.37151408689834
city_17,5,0,0,0,,0.0,106.16792039223489
city_17,6,0,0,0,,0.0,105.98850460336529
city_17,7,0,1,0,,0.0,104.46912099295507
city_17,8,0,1,0,,0.0,105.60890592448878
city_17,9,0,1,0,,0.0,103.36279547371207
city_17,10,0,1,0,,0.0,110.22418974814178
city_17,11,0,1,0,,0.0,107.10831481658478
city_17,12,0,1,0,,0.0,108.73100896856621
city_18,1,1,0,0,7.0,0.0,94.12110307334422
city_18,2,1,0,0,7.0,0.0,90.81127115959428
city_18,3,1,0,0,7.0,0.0,91.77255670613367
city_18,4,1,0,0,7.0,0.0,89.68498961293676
city_18,5,1,0,0,7.0,0.0,96.70380135906446
city_18,6,1,0,0,7.0,0.0,95.56659752209363
city_18,7,1,1,1,7.0,3.0,97.59309595451882
city_18,8,1,1,1,7.0,3.0,98.8887095829928
city_18,9,1,1,1,7.0,3.0,102.26943545809625
city_18,10,1,1,1,7.0,3.0,96.65783623931772
city_18,11,1,1,1,7.0,3.0,100.36414128341404
city_18,12,1,1,1,7.0,3.0,100.28781057768839
city_19,1,0,0,0,,0.0,103.8135890881947
city_19,2,0,0,0,,0.0,101.13007175684844
city_19,3,0,0,0,,0.0,107.98697498370483
city_19,4,0,0,0,,0.0,102.1887098500022
city_19,5,0,0,0,,0.0,104.21833352769809
city_19,6,0,0,0,,0.0,107.08515478692127
city_19,7,0,1,0,,0.0,105.50077613172724
city_19,8,0,1,0,,0.0,107.70650159010569
city_19,9,0,1,0,,0.0,104.20697258678811
city_19,10,0,1,0,,0.0,105.20191674580619
city_19,11,0,1,0,,0.0,109.84329180056014
city_19,12,0,1,0,,0.0,107.88767246188806
city_20,1,0,0,0,,0.0,100.74222486274114
city_20,2,0,0,0,,0.0,101.92810506813525
city_20,3,0,0,0,,0.0,97.4339671412213
city_20,4,0,0,0,,0.0,103.6484379521957
city_20,5,0,0,0,,0.0,105.46683613871137
city_20,6,0,0,0,,0.0,104.74589143883368
city_20,7,0,1,0,,0.0,102.8442110804428
city_20,8,0,1,0,,0.0,103.78219272389786
city_20,9,0,1,0,,0.0,103.59574268937972
city_20,10,0,1,0,,0.0,104.39895436817014
city_20,11,0,1,0,,0.0,108.74831602470618
city_20,12,0,1,0,,0.0,104.89317447731575
city_21,1,0,0,0,,0.0,98.94271757524467
city_21,2,0,0,0,,0.0,101.46475542455349
city_21,3,0,0,0,,0.0,97.41231743863837
city_21,4,0,0,0,,0.0,102.82372734186154
city_21,5,0,0,0,,0.0,103.30861883830833
city_21,6,0,0,0,,0.0,103.38253271609753
city_21,7,0,1,0,,0.0,99.17539991812386
city_21,8,0,1,0,,0.0,102.5890012178789
city_21,9,0,1,0,,0.0,100.32046398057389
city_21,10,0,1,0,,0.0,102.41201785733926
city_21,11,0,1,0,,0.0,104.24105398754939
city_21,12,0,1,0,,0.0,105.05137675019958
city_22,1,1,0,0,7.0,0.0,97.55993318407002
city_22,2,1,0,0,7.0,0.0,99.58751954491593
city_22,3,1,0,0,7.0,0.0,98.04785629508874
city_22,4,1,0,0,7.0,0.0,98.52904962573153
city_22,5,1,0,0,7.0,0.0,103.5824220375898
city_22,6,1,0,0,7.0,0.0,99.52516658082575
city_22,7,1,1,1,7.0,3.0,103.4979035493456
city_22,8,1,1,1,7.0,3.0,103.55770423156144
city_22,9,1,1,1,7.0,3.0,102.11523350155048
city_22,10,1,1,1,7.0,3.0,105.34567616080244
city_22,11,1,1,1,7.0,3.0,106.39105724278703
city_22,12,1,1,1,7.0,3.0,106.79350242457942
city_23,1,0,0,0,,0.0,99.6704436517695
city_23,2,0,0,0,,0.0,99.33533321910247
city_23,3,0,0,0,,0.0,100.64523211678771
city_23,4,0,0,0,,0.0,95.02346708394457
city_23,5,0,0,0,,0.0,98.5283600069956
city_23,6,0,0,0,,0.0,96.90053100138968
city_23,7,0,1,0,,0.0,99.58562015041463
city_23,8,0,1,0,,0.0,102.17330566168513
city_23,9,0,1,0,,0.0,99.16213889811968
city_23,10,0,1,0,,0.0,102.8587924249732
city_23,11,0,1,0,,0.0,102.24037050057262
city_23,12,0,1,0,,0.0,105.06340467312599
city_24,1,0,0,0,,0.0,94.56871043096704
city_24,2,0,0,0,,0.0,95.34004900006012
city_24,3,0,0,0,,0.0,95.44083406833609
city_24,4,0,0,0,,0.0,94.4841800755255
city_24,5,0,0,0,,0.0,95.5733190506263
city_24,6,0,0,0,,0.0,93.46610983210377
city_24,7,0,1,0,,0.0,93.80654047450838
city_24,8,0,1,0,,0.0,95.36529253669522
city_24,9,0,1,0,,0.0,96.00014322873025
city_24,10,0,1,0,,0.0,95.83680380302825
city_24,11,0,1,0,,0.0,99.6506773568938
city_24,12,0,1,0,,0.0,97.84197434036794
city_25,1,1,0,0,7.0,0.0,100.53706935621128
city_25,2,1,0,0,7.0,0.0,101.77215224997848
city_25,3,1,0,0,7.0,0.0,97.93295037877142
city_25,4,1,0,0,7.0,0.0,100.6235559592695
city_25,5,1,0,0,7.0,0.0,105.51346047203049
city_25,6,1,0,0,7.0,0.0,103.8761272809712
city_25,7,1,1,1,7.0,3.0,104.40002165306504
city_25,8,1,1,1,7.0,3.0,103.48450250106411
city_25,9,1,1,1,7.0,3.0,102.04780466183368
city_25,10,1,1,1,7.0,3.0,109.97064395802428
city_25,11,1,1,1,7.0,3.0,105.50772094985112
city_25,12,1,1,1,7.0,3.0,110.12467056238867
city_26,1,1,0,0,7.0,0.0,105.6256167784289
city_26,2,1,0,0,7.0,0.0,101.27182753286206
city_26,3,1,0,0,7.0,0.0,106.78807326599508
city_26,4,1,0,0,7.0,0.0,106.59049241845261
city_26,5,1,0,0,7.0,0.0,109.29874564399506
city_26,6,1,0,0,7.0,0.0,108.52110747711707
city_26,7,1,1,1,7.0,3.0,106.71782708305737
city_26,8,1,1,1,7.0,3.0,109.02823211866108
city_26,9,1,1,1,7.0,3.0,113.51811059188347
city_26,10,1,1,1,7.0,3.0,113.00705869205285
city_26,11,1,1,1,7.0,3.0,111.70108426077677
city_26,12,1,1,1,7.0,3.0,113.64188715944859
city_27,1,1,0,0,7.0,0.0,98.59592662638316
city_27,2,1,0,0,7.0,0.0,101.49481168558083
city_27,3,1,0,0,7.0,0.0,100.9643029615423
city_27,4,1,0,0,7.0,0.0,96.76646883629044
city_27,5,1,0,0,7.0,0.0,105.32566814289164
city_27,6,1,0,0,7.0,0.0,103.59697793898573
city_27,7,1,1,1,7.0,3.0,106.79923185731585
city_27,8,1,1,1,7.0,3.0,105.13073152126765
city_27,9,1,1,1,7.0,3.0,109.82647877765552
city_27,10,1,1,1,7.0,3.0,104.90313493373279
city_27,11,1,1,1,7.0,3.0,108.0822281145345
city_27,12,1,1,1,7.0,3.0,109.01581481064954
city_28,1,1,0,0,7.0,0.0,92.94402043482428
city_28,2,1,0,0,7.0,0.0,95.46702553064593
city_28,3,1,0,0,7.0,0.0,94.28679664097031
city_28,4,1,0,0,7.0,0.0,93.1121756890436
city_28,5,1,0,0,7.0,0.0,94.34885726150334
city_28,6,1,0,0,7.0,0.0,97.3505709337878
city_28,7,1,1,1,7.0,3.0,98.65090317871476
city_28,8,1,1,1,7.0,3.0,100.28674694327495
city_28,9,1,1,1,7.0,3.0,95.47163572933147
city_28,10,1,1,1,7.0,3.0,99.11419396203215
city_28,11,1,1,1,7.0,3.0,100.33297811494799
city_28,12,1,1,1,7.0,3.0,103.88808056490913
city_29,1,0,0,0,,0.0,100.77748565470475
city_29,2,0,0,0,,0.0,100.45754996702262
city_29,3,0,0,0,,0.0,107.56286897513716
city_29,4,0,0,0,,0.0,103.32735268050273
city_29,5,0,0,0,,0.0,108.36331111856104
city_29,6,0,0,0,,0.0,109.33471521533374
city_29,7,0,1,0,,0.0,109.83098410189035
city_29,8,0,1,0,,0.0,105.09135062837255
city_29,9,0,1,0,,0.0,105.95821862561797
city_29,10,0,1,0,,0.0,109.1034142987877
city_29,11,0,1,0,,0.0,111.01851278650523
city_29,12,0,1,0,,0.0,109.47024505626892
city_30,1,0,0,0,,0.0,106.04160769851262
city_30,2,0,0,0,,0.0,107.58738193993838
city_30,3,0,0,0,,0.0,108.27895840913567
city_30,4,0,0,0,,0.0,107.369705840399
city_30,5,0,0,0,,0.0,110.79031250495478
city_30,6,0,0,0,,0.0,109.961111464434
city_30,7,0,1,0,,0.0,106.87459439430255
city_30,8,0,1,0,,0.0,109.06763053011856
city_30,9,0,1,0,,0.0,111.20071840584002
city_30,10,0,1,0,,0.0,111.326536218596
city_30,11,0,1,0,,0.0,110.66722679728367
city_30,12,0,1,0,,0.0,109.56929929887063
city_31,1,0,0,0,,0.0,95.11785499305869
city_31,2,0,0,0,,0.0,94.5007680608704
city_31,3,0,0,0,,0.0,91.46722466619163
city_31,4,0,0,0,,0.0,94.86237053245856
city_31,5,0,0,0,,0.0,94.0683213447753
city_31,6,0,0,0,,0.0,95.08589051040751
city_31,7,0,1,0,,0.0,95.97584007414984
city_31,8,0,1,0,,0.0,95.17497875554919
city_31,9,0,1,0,,0.0,92.73107029033267
city_31,10,0,1,0,,0.0,96.02366349886111
city_31,11,0,1,0,,0.0,98.67160219612175
city_31,12,0,1,0,,0.0,96.7559497099135
city_32,1,0,0,0,,0.0,97.51225820556343
city_32,2,0,0,0,,0.0,95.70786771621258
city_32,3,0,0,0,,0.0,98.56898342528925
city_32,4,0,0,0,,0.0,98.9941827691448
city_32,5,0,0,0,,0.0,100.34718351436598
city_32,6,0,0,0,,0.0,97.76857782849709
city_32,7,0,1,0,,0.0,103.19412590709679
city_32,8,0,1,0,,0.0,101.20717837908407
city_32,9,0,1,0,,0.0,99.92127923383984
city_32,10,0,1,0,,0.0,99.64371047174257
city_32,11,0,1,0,,0.0,102.34723854587477
city_32,12,0,1,0,,0.0,101.42489411879285
city_33,1,1,0,0,7.0,0.0,104.60303519964748
city_33,2,1,0,0,7.0,0.0,104.85066612872099
city_33,3,1,0,0,7.0,0.0,106.22349964284311
city_33,4,1,0,0,7.0,0.0,108.0647289011677
city_33,5,1,0,0,7.0,0.0,107.71688165968781
city_33,6,1,0,0,7.0,0.0,109.47723975618574
city_33,7,1,1,1,7.0,3.0,108.70658222023486
city_33,8,1,1,1,7.0,3.0,108.39880972587834
city_33,9,1,1,1,7.0,3.0,107.674017456662
city_33,10,1,1,1,7.0,3.0,112.27435437368793
city_33,11,1,1,1,7.0,3.0,110.16178835793909
city_33,12,1,1,1,7.0,3.0,112.36212528197191
city_34,1,1,0,0,7.0,0.0,99.74332754719542
city_34,2,1,0,0,7.0,0.0,104.62377551770182
city_34,3,1,0,0,7.0,0.0,105.44312267275438
city_34,4,1,0,0,7.0,0.0,103.82529098378787
city_34,5,1,0,0,7.0,0.0,105.29922853242276
city_34,6,1,0,0,7.0,0.0,107.48875158421605
city_34,7,1,1,1,7.0,3.0,104.8444097426656
city_34,8,1,1,1,7.0,3.0,111.18158724341372
city_34,9,1,1,1,7.0,3.0,108.98536934194009
city_34,10,1,1,1,7.0,3.0,108.16447275659301
city_34,11,1,1,1,7.0,3.0,113.84484168424403
city_34,12,1,1,1,7.0,3.0,112.70742878458353
city_35,1,1,0,0,7.0,0.0,94.82309031479441
city_35,2,1,0,0,7.0,0.0,95.12653093106397
city_35,3,1,0,0,7.0,0.0,99.07238200903714
city_35,4,1,0,0,7.0,0.0,99.14324449125245
city_35,5,1,0,0,7.0,0.0,96.29192808429862
city_35,6,1,0,0,7.0,0.0,97.80208983895109
city_35,7,1,1,1,7.0,3.0,104.12812410946533
city_35,8,1,1,1,7.0,3.0,102.46736312153084
city_35,9,1,1,1,7.0,3.0,102.18664753364669
city_35,10,1,1,1,7.0,3.0,100.51663859017631
city_35,11,1,1,1,7.0,3.0,102.3697727525356
city_35,12,1,1,1,7.0,3.0,100.85735500012133
city_36,1,1,0,0,7.0,0.0,100.54735083311976
city_36,2,1,0,0,7.0,0.0,99.1683925413837
city_36,3,1,0,0,7.0,0.0,102.34350420266827
city_36,4,1,0,0,7.0,0.0,103.32991853591646
city_36,5,1,0,0,7.0,0.0,100.36466335590116
city_36,6,1,0,0,7.0,0.0,106.42674617494866
city_36,7,1,1,1,7.0,3.0,107.58388184571034
city_36,8,1,1,1,7.0,3.0,107.35513835125336
city_36,9,1,1,1,7.0,3.0,104.15597655706294
city_36,10,1,1,1,7.0,3.0,105.72818232338128
city_36,11,1,1,1,7.0,3.0,107.95493890862909
city_36,12,1,1,1,7.0,3.0,108.55201795306301
city_37,1,0,0,0,,0.0,101.76495704377535
city_37,2,0,0,0,,0.0,101.07093364689277
city_37,3,0,0,0,,0.0,101.96506847971888
city_37,4,0,0,0,,0.0,99.96852655609607
city_37,5,0,0,0,,0.0,105.6019332416627
city_37,6,0,0,0,,0.0,108.50683578269465
city_37,7,0,1,0,,0.0,104.01177863324995
city_37,8,0,1,0,,0.0,107.95705870450018
city_37,9,0,1,0,,0.0,104.48808144424493
city_37,10,0,1,0,,0.0,102.90153296610457
city_37,11,0,1,0,,0.0,105.04114590693717
city_37,12,0,1,0,,0.0,108.69420097549164
city_38,1,1,0,0,7.0,0.0,95.5417144518423
city_38,2,1,0,0,7.0,0.0,98.39432298153966
city_38,3,1,0,0,7.0,0.0,99.56736368902692
city_38,4,1,0,0,7.0,0.0,100.3698425219832
city_38,5,1,0,0,7.0,0.0,102.13892099544432
city_38,6,1,0,0,7.0,0.0,100.03275901703725
city_38,7,1,1,1,7.0,3.0,108.56395315714799
city_38,8,1,1,1,7.0,3.0,101.91361701466587
city_38,9,1,1,1,7.0,3.0,104.82639408305216
city_38,10,1,1,1,7.0,3.0,106.38535552275701
city_38,11,1,1,1,7.0,3.0,102.75776411199458
city_38,12,1,1,1,7.0,3.0,106.06579486598478
city_39,1,0,0,0,,0.0,101.92931799214108
city_39,2,0,0,0,,0.0,97.7452590426074
city_39,3,0,0,0,,0.0,100.9551117803463
city_39,4,0,0,0,,0.0,103.22601865422644
city_39,5,0,0,0,,0.0,100.14002798023546
city_39,6,0,0,0,,0.0,102.66200988960831
city_39,7,0,1,0,,0.0,102.29911420265387
city_39,8,0,1,0,,0.0,99.41288441857233
city_39,9,0,1,0,,0.0,99.66972189286686
city_39,10,0,1,0,,0.0,107.62937934731087
city_39,11,0,1,0,,0.0,100.58752701593836
city_39,12,0,1,0,,0.0,106.4312671721916
city_40,1,1,0,0,7.0,0.0,101.26317953005781
city_40,2,1,0,0,7.0,0.0,102.13756439707265
city_40,3,1,0,0,7.0,0.0,102.29624848343573
city_40,4,1,0,0,7.0,0.0,105.23829993020054
city_40,5,1,0,0,7.0,0.0,109.16661300808782
city_40,6,1,0,0,7.0,0.0,103.85505923899292
city_40,7,1,1,1,7.0,3.0,105.74872367152209
city_40,8,1,1,1,7.0,3.0,109.5906840405259
city_40,9,1,1,1,7.0,3.0,109.29331007352366
city_40,10,1,1,1,7.0,3.0,109.9897383548898
city_40,11,1,1,1,7.0,3.0,110.62410258687815
city_40,12,1,1,1,7.0,3.0,109.24559946517658
city_41,1,1,0,0,7.0,0.0,102.50868604160901
city_41,2,1,0,0,7.0,0.0,98.84167577297508
city_41,3,1,0,0,7.0,0.0,97.51453428682528
city_41,4,1,0,0,7.0,0.0,99.44937368199808
city_41,5,1,0,0,7.0,0.0,100.3525303489195
city_41,6,1,0,0,7.0,0.0,98.6943845114521
city_41,7,1,1,1,7.0,3.0,100.29941559880943
city_41,8,1,1,1,7.0,3.0,104.94178156510567
city_41,9,1,1,1,7.0,3.0,100.83678796176498
city_41,10,1,1,1,7.0,3.0,105.84019439297431
city_41,11,1,1,1,7.0,3.0,102.76818152408569
city_41,12,1,1,1,7.0,3.0,103.85534419106325
city_42,1,1,0,0,7.0,0.0,99.41052563114809
city_42,2,1,0,0,7.0,0.0,96.66959257477238
city_42,3,1,0,0,7.0,0.0,97.29680556049462
city_42,4,1,0,0,7.0,0.0,99.76045459911064
city_42,5,1,0,0,7.0,0.0,99.59183687810423
city_42,6,1,0,0,7.0,0.0,99.14586808482419
city_42,7,1,1,1,7.0,3.0,101.11258189372936
city_42,8,1,1,1,7.0,3.0,104.1181644240173
city_42,9,1,1,1,7.0,3.0,104.48040422623971
city_42,10,1,1,1,7.0,3.0,105.481859001941
city_42,11,1,1,1,7.0,3.0,103.85598489718501
city_42,12,1,1,1,7.0,3.0,102.65909617817722
city_43,1,0,0,0,,0.0,99.96413763667039
city_43,2,0,0,0,,0.0,97.8106632048737
city_43,3,0,0,0,,0.0,99.92360663272272
city_43,4,0,0,0,,0.0,99.08696982972093
city_43,5,0,0,0,,0.0,99.99737832579247
city_43,6,0,0,0,,0.0,106.63562419165487
city_43,7,0,1,0,,0.0,99.92619130648525
city_43,8,0,1,0,,0.0,102.31663725125256
city_43,9,0,1,0,,0.0,106.85007881513675
city_43,10,0,1,0,,0.0,101.32929891626334
city_43,11,0,1,0,,0.0,104.40788251456122
city_43,12,0,1,0,,0.0,103.79947816265259
city_44,1,1,0,0,7.0,0.0,112.47536071520426
